F,S11,S21,S31,S41,S12,S22,S32,S42,S13,S23,S33,S43,S14,S24,S34,S44,S11',S21',S31',S41',S12',S22',S32',S42',S13',S23',S33',S43',S14',S24',S34',S44'
0.02,-58.881676,-0.010114779,-77.568467,-77.850699,-0.010114779,-58.881692,-77.850687,-77.570671,-77.568459,-77.850649,-58.881672,-0.010114779,-77.850704,-77.570675,-0.010114779,-58.881708,-58.881676,-0.010114779,-77.568467,-77.850699,-0.010114779,-58.881692,-77.850687,-77.570671,-77.568459,-77.850649,-58.881672,-0.010114779,-77.850704,-77.570675,-0.010114779,-58.881708
0.039999999,-58.865518,-0.010115528,-77.188129,-77.749718,-0.010115528,-58.865547,-77.749705,-77.19012,-77.188122,-77.749669,-58.865512,-0.010115528,-77.749722,-77.190123,-0.010115528,-58.865564,-58.865518,-0.010115528,-77.188129,-77.749718,-0.010115528,-58.865547,-77.749705,-77.19012,-77.188122,-77.749669,-58.865512,-0.010115528,-77.749722,-77.190123,-0.010115528,-58.865564
0.059999999,-58.838719,-0.01011712,-76.620029,-77.586465,-0.01011712,-58.838771,-77.586453,-76.621735,-76.620023,-77.586417,-58.838715,-0.01011712,-77.586469,-76.621737,-0.01011712,-58.838788,-58.838719,-0.01011712,-76.620029,-77.586465,-0.01011712,-58.838771,-77.586453,-76.621735,-76.620023,-77.586417,-58.838715,-0.01011712,-77.586469,-76.621737,-0.01011712,-58.838788
0.079999998,-58.801478,-0.010118521,-75.932013,-77.367758,-0.010118521,-58.801562,-77.367747,-75.933418,-75.932009,-77.367713,-58.801473,-0.010118521,-77.367761,-75.933421,-0.010118521,-58.801578,-58.801478,-0.010118521,-75.932013,-77.367758,-0.010118521,-58.801562,-77.367747,-75.933418,-75.932009,-77.367713,-58.801473,-0.010118521,-77.367761,-75.933421,-0.010118521,-58.801578
0.099999994,-58.754063,-0.010120765,-75.182502,-77.10184,-0.010120765,-58.754187,-77.101829,-75.183629,-75.182497,-77.101797,-58.754059,-0.010120765,-77.101842,-75.183632,-0.010120765,-58.754203,-58.754063,-0.010120765,-75.182502,-77.10184,-0.010120765,-58.754187,-77.101829,-75.183629,-75.182497,-77.101797,-58.754059,-0.010120765,-77.101842,-75.183632,-0.010120765,-58.754203
0.12,-58.696808,-0.010123336,-74.41343,-76.797502,-0.010123336,-58.696979,-76.797491,-74.41432,-74.413427,-76.797462,-58.696803,-0.010123336,-76.797504,-74.414322,-0.010123336,-58.696995,-58.696808,-0.010123336,-74.41343,-76.797502,-0.010123336,-58.696979,-76.797491,-74.41432,-74.413427,-76.797462,-58.696803,-0.010123336,-76.797504,-74.414322,-0.010123336,-58.696995
0.14,-58.630105,-0.010126751,-73.651408,-76.463342,-0.010126751,-58.630331,-76.463332,-73.6521,-73.651406,-76.463306,-58.630101,-0.010126233,-76.463345,-73.652101,-0.010126751,-58.630347,-58.630105,-0.010126751,-73.651408,-76.463342,-0.010126751,-58.630331,-76.463332,-73.6521,-73.651406,-76.463306,-58.630101,-0.010126233,-76.463345,-73.652101,-0.010126751,-58.630347
0.16,-58.554398,-0.010130493,-72.91171,-76.10725,-0.010130493,-58.554684,-76.107241,-72.91224,-72.911707,-76.107216,-58.554393,-0.010130493,-76.107252,-72.912241,-0.010130493,-58.5547,-58.554398,-0.010130493,-72.91171,-76.10725,-0.010130493,-58.554684,-76.107241,-72.91224,-72.911707,-76.107216,-58.554393,-0.010130493,-76.107252,-72.912241,-0.010130493,-58.5547
0.17999999,-58.470167,-0.01013456,-72.202158,-75.736113,-0.01013456,-58.470521,-75.736104,-72.202556,-72.202155,-75.736082,-58.470163,-0.01013456,-75.736115,-72.202557,-0.01013456,-58.470537,-58.470167,-0.01013456,-72.202158,-75.736113,-0.01013456,-58.470521,-75.736104,-72.202556,-72.202155,-75.736082,-58.470163,-0.01013456,-75.736115,-72.202557,-0.01013456,-58.470537
0.19999999,-58.37793,-0.010139472,-71.526012,-75.355712,-0.010139472,-58.378355,-75.355705,-71.526303,-71.52601,-75.355685,-58.377926,-0.010139472,-75.355714,-71.526304,-0.010139472,-58.37837,-58.37793,-0.010139472,-71.526012,-75.355712,-0.010139472,-58.378355,-75.355705,-71.526303,-71.52601,-75.355685,-58.377926,-0.010139472,-75.355714,-71.526304,-0.010139472,-58.37837
0.22,-58.27822,-0.010144192,-70.883878,-74.970751,-0.010144192,-58.27872,-74.970744,-70.884082,-70.883876,-74.970725,-58.278216,-0.010144192,-74.970752,-70.884083,-0.010144192,-58.278735,-58.27822,-0.010144192,-70.883878,-74.970751,-0.010144192,-58.27872,-74.970744,-70.884082,-70.883876,-74.970725,-58.278216,-0.010144192,-74.970752,-70.884083,-0.010144192,-58.278735
0.23999999,-58.171589,-0.010149756,-70.27489,-74.584945,-0.010149756,-58.172169,-74.584938,-70.275023,-70.27489,-74.584921,-58.171586,-0.010149756,-74.584946,-70.275024,-0.010149756,-58.172183,-58.171589,-0.010149756,-70.27489,-74.584945,-0.010149756,-58.172169,-74.584938,-70.275023,-70.27489,-74.584921,-58.171586,-0.010149756,-74.584946,-70.275024,-0.010149756,-58.172183
0.25999999,-58.058593,-0.010155647,-69.69743,-74.201164,-0.010155647,-58.059253,-74.201158,-69.697504,-69.69743,-74.201143,-58.058589,-0.010155647,-74.201165,-69.697504,-0.010155647,-58.059268,-58.058593,-0.010155647,-69.69743,-74.201164,-0.010155647,-58.059253,-74.201158,-69.697504,-69.69743,-74.201143,-58.058589,-0.010155647,-74.201165,-69.697504,-0.010155647,-58.059268
0.28,-57.939785,-0.010162381,-69.149534,-73.82157,-0.010162381,-57.940531,-73.821564,-69.149558,-69.149533,-73.821551,-57.939782,-0.010162381,-73.821571,-69.149559,-0.010162381,-57.940543,-57.939785,-0.010162381,-69.149534,-73.82157,-0.010162381,-57.940531,-73.821564,-69.149558,-69.149533,-73.821551,-57.939782,-0.010162381,-73.821571,-69.149559,-0.010162381,-57.940543
0.29999998,-57.815712,-0.010169961,-68.629138,-73.44775,-0.010169961,-57.816541,-73.447744,-68.629121,-68.629138,-73.447732,-57.815709,-0.010169961,-73.44775,-68.629122,-0.010169961,-57.816555,-57.815712,-0.010169961,-68.629138,-73.44775,-0.010169961,-57.816541,-73.447744,-68.629121,-68.629138,-73.447732,-57.815709,-0.010169961,-73.44775,-68.629122,-0.010169961,-57.816555
0.31999999,-57.686906,-0.010177348,-68.134211,-73.080832,-0.010177348,-57.687822,-73.080826,-68.134159,-68.13421,-73.080816,-57.686903,-0.010177348,-73.080831,-68.134159,-0.010177348,-57.687834,-57.686906,-0.010177348,-68.134211,-73.080832,-0.010177348,-57.687822,-73.080826,-68.134159,-68.13421,-73.080816,-57.686903,-0.010177348,-73.080831,-68.134159,-0.010177348,-57.687834
0.34,-57.553882,-0.01018558,-67.662815,-72.721586,-0.01018558,-57.554884,-72.721581,-67.662734,-67.662815,-72.721572,-57.553879,-0.01018558,-72.721586,-67.662735,-0.01018558,-57.554896,-57.553882,-0.01018558,-67.662815,-72.721586,-0.01018558,-57.554884,-72.721581,-67.662734,-67.662815,-72.721572,-57.553879,-0.01018558,-72.721586,-67.662735,-0.01018558,-57.554896
0.35999998,-57.417132,-0.010194139,-67.213151,-72.370506,-0.010194139,-57.41822,-72.3705,-67.213043,-67.21315,-72.370493,-57.41713,-0.010194139,-72.370506,-67.213043,-0.010194139,-57.418231,-57.417132,-0.010194139,-67.213151,-72.370506,-0.010194139,-57.41822,-72.3705,-67.213043,-67.21315,-72.370493,-57.41713,-0.010194139,-72.370506,-67.213043,-0.010194139,-57.418231
0.38,-57.277125,-0.010203024,-66.783554,-72.027873,-0.010203024,-57.278298,-72.027868,-66.783424,-66.783554,-72.02786,-57.277122,-0.010203024,-72.027872,-66.783425,-0.010203024,-57.27831,-57.277125,-0.010203024,-66.783554,-72.027873,-0.010203024,-57.278298,-72.027868,-66.783424,-66.783554,-72.02786,-57.277122,-0.010203024,-72.027872,-66.783425,-0.010203024,-57.27831
0.39999998,-57.134303,-0.010212235,-66.37251,-71.693809,-0.010212235,-57.13556,-71.693803,-66.372361,-66.37251,-71.693797,-57.134301,-0.010212235,-71.693808,-66.372361,-0.010212235,-57.135571,-57.134303,-0.010212235,-66.37251,-71.693809,-0.010212235,-57.13556,-71.693803,-66.372361,-66.37251,-71.693797,-57.134301,-0.010212235,-71.693808,-66.372361,-0.010212235,-57.135571
0.41999999,-56.989081,-0.010222809,-65.978636,-71.368314,-0.010222809,-56.990421,-71.368309,-65.97847,-65.978635,-71.368303,-56.989079,-0.010222809,-71.368313,-65.978471,-0.010222809,-56.990433,-56.989081,-0.010222809,-65.978636,-71.368314,-0.010222809,-56.990421,-71.368309,-65.97847,-65.978635,-71.368303,-56.989079,-0.010222809,-71.368313,-65.978471,-0.010222809,-56.990433
0.44,-56.841848,-0.010233191,-65.600679,-71.051304,-0.010233191,-56.843269,-71.051299,-65.600498,-65.600679,-71.051294,-56.841846,-0.010233191,-71.051303,-65.600499,-0.010233191,-56.84328,-56.841848,-0.010233191,-65.600679,-71.051304,-0.010233191,-56.843269,-71.051299,-65.600498,-65.600679,-71.051294,-56.841846,-0.010233191,-71.051303,-65.600499,-0.010233191,-56.84328
0.45999998,-56.692961,-0.0102439,-65.237501,-70.742629,-0.0102439,-56.694462,-70.742624,-65.237307,-65.237501,-70.742621,-56.692958,-0.0102439,-70.742628,-65.237307,-0.0102439,-56.694472,-56.692961,-0.0102439,-65.237501,-70.742629,-0.0102439,-56.694462,-70.742624,-65.237307,-65.237501,-70.742621,-56.692958,-0.0102439,-70.742628,-65.237307,-0.0102439,-56.694472
0.47999999,-56.542752,-0.010255454,-64.888068,-70.442096,-0.010255454,-56.544331,-70.442092,-64.887862,-64.888068,-70.442088,-56.542749,-0.010255454,-70.442095,-64.887863,-0.010255972,-56.544341,-56.542752,-0.010255454,-64.888068,-70.442096,-0.010255454,-56.544331,-70.442092,-64.887862,-64.888068,-70.442088,-56.542749,-0.010255454,-70.442095,-64.887863,-0.010255972,-56.544341
0.5,-56.391527,-0.010267853,-64.551444,-70.149482,-0.010267853,-56.393182,-70.149478,-64.551229,-64.551445,-70.149474,-56.391524,-0.010267853,-70.149481,-64.551229,-0.010267853,-56.393191,-56.391527,-0.010267853,-64.551444,-70.149482,-0.010267853,-56.393182,-70.149478,-64.551229,-64.551445,-70.149474,-56.391524,-0.010267853,-70.149481,-64.551229,-0.010267853,-56.393191
0.51999998,-56.239563,-0.01028006,-64.226778,-69.864541,-0.01028006,-56.241291,-69.864537,-64.226551,-64.226777,-69.864534,-56.239561,-0.01028006,-69.86454,-64.226552,-0.01028006,-56.241302,-56.239563,-0.01028006,-64.226778,-69.864541,-0.01028006,-56.241291,-69.864537,-64.226551,-64.226777,-69.864534,-56.239561,-0.01028006,-69.86454,-64.226552,-0.01028006,-56.241302
0.53999996,-56.087116,-0.010293112,-63.91329,-69.587019,-0.010293112,-56.088916,-69.587015,-63.913056,-63.91329,-69.587013,-56.087114,-0.010293112,-69.587018,-63.913056,-0.010293112,-56.088925,-56.087116,-0.010293112,-63.91329,-69.587019,-0.010293112,-56.088916,-69.587015,-63.913056,-63.91329,-69.587013,-56.087114,-0.010293112,-69.587018,-63.913056,-0.010293112,-56.088925
0.56,-55.934415,-0.010305972,-63.610276,-69.316655,-0.01030649,-55.936284,-69.316651,-63.610034,-63.610276,-69.316649,-55.934413,-0.010305972,-69.316654,-63.610035,-0.01030649,-55.936293,-55.934415,-0.010305972,-63.610276,-69.316655,-0.01030649,-55.936284,-69.316651,-63.610034,-63.610276,-69.316649,-55.934413,-0.010305972,-69.316654,-63.610035,-0.01030649,-55.936293
0.57999998,-55.781669,-0.010320196,-63.317089,-69.053189,-0.010320196,-55.783605,-69.053185,-63.31684,-63.317089,-69.053183,-55.781668,-0.010320196,-69.053187,-63.316841,-0.010320196,-55.783615,-55.781669,-0.010320196,-63.317089,-69.053189,-0.010320196,-55.783605,-69.053185,-63.31684,-63.317089,-69.053183,-55.781668,-0.010320196,-69.053187,-63.316841,-0.010320196,-55.783615
0.59999996,-55.629066,-0.010334747,-63.033138,-68.796361,-0.010334747,-55.631068,-68.796358,-63.032882,-63.033137,-68.796356,-55.629065,-0.010334747,-68.79636,-63.032883,-0.010334747,-55.631076,-55.629066,-0.010334747,-63.033138,-68.796361,-0.010334747,-55.631068,-68.796358,-63.032882,-63.033137,-68.796356,-55.629065,-0.010334747,-68.79636,-63.032883,-0.010334747,-55.631076
0.62,-55.476775,-0.010349624,-62.757881,-68.545918,-0.010349624,-55.478839,-68.545915,-62.75762,-62.757881,-68.545913,-55.476774,-0.010349624,-68.545917,-62.757621,-0.010349624,-55.478848,-55.476775,-0.010349624,-62.757881,-68.545918,-0.010349624,-55.478839,-68.545915,-62.75762,-62.757881,-68.545913,-55.476774,-0.010349624,-68.545917,-62.757621,-0.010349624,-55.478848
0.63999999,-55.324946,-0.010364829,-62.490821,-68.301613,-0.010364829,-55.32707,-68.30161,-62.490555,-62.490821,-68.301608,-55.324944,-0.010364829,-68.301611,-62.490556,-0.010364829,-55.327078,-55.324946,-0.010364829,-62.490821,-68.301613,-0.010364829,-55.32707,-68.30161,-62.490555,-62.490821,-68.301608,-55.324944,-0.010364829,-68.301611,-62.490556,-0.010364829,-55.327078
0.65999997,-55.173712,-0.010380879,-62.2315,-68.063206,-0.010380879,-55.175896,-68.063203,-62.23123,-62.2315,-68.063202,-55.173711,-0.010380879,-68.063204,-62.23123,-0.010380879,-55.175903,-55.173712,-0.010380879,-62.2315,-68.063206,-0.010380879,-55.175896,-68.063203,-62.23123,-62.2315,-68.063202,-55.173711,-0.010380879,-68.063204,-62.23123,-0.010380879,-55.175903
0.68000001,-55.023194,-0.010396737,-61.979497,-67.830467,-0.010396737,-55.025433,-67.830463,-61.979223,-61.979497,-67.830462,-55.023192,-0.010396737,-67.830465,-61.979223,-0.010396737,-55.02544,-55.023194,-0.010396737,-61.979497,-67.830467,-0.010396737,-55.025433,-67.830463,-61.979223,-61.979497,-67.830462,-55.023192,-0.010396737,-67.830465,-61.979223,-0.010396737,-55.02544
0.69999999,-54.873495,-0.01041396,-61.734422,-67.603173,-0.01041396,-54.875789,-67.60317,-61.734144,-61.734422,-67.603169,-54.873494,-0.01041396,-67.603171,-61.734144,-0.01041396,-54.875796,-54.873495,-0.01041396,-61.734422,-67.603173,-0.01041396,-54.875789,-67.60317,-61.734144,-61.734422,-67.603169,-54.873494,-0.01041396,-67.603171,-61.734144,-0.01041396,-54.875796
0.71999997,-54.724709,-0.010430991,-61.495917,-67.381112,-0.010430991,-54.727055,-67.381109,-61.495634,-61.495916,-67.381108,-54.724708,-0.010430991,-67.381109,-61.495634,-0.010430991,-54.727062,-54.724709,-0.010430991,-61.495917,-67.381112,-0.010430991,-54.727055,-67.381109,-61.495634,-61.495916,-67.381108,-54.724708,-0.010430991,-67.381109,-61.495634,-0.010430991,-54.727062
0.73999995,-54.576916,-0.010448868,-61.263646,-67.164079,-0.010448868,-54.579312,-67.164076,-61.26336,-61.263645,-67.164076,-54.576915,-0.010448868,-67.164078,-61.26336,-0.010448868,-54.579319,-54.576916,-0.010448868,-61.263646,-67.164079,-0.010448868,-54.579312,-67.164076,-61.26336,-61.263645,-67.164076,-54.576915,-0.010448868,-67.164078,-61.26336,-0.010448868,-54.579319
0.75999999,-54.430186,-0.010467591,-61.037301,-66.951881,-0.010467591,-54.432631,-66.951878,-61.037011,-61.037301,-66.951878,-54.430185,-0.010467591,-66.95188,-61.037012,-0.010467591,-54.432637,-54.430186,-0.010467591,-61.037301,-66.951881,-0.010467591,-54.432631,-66.951878,-61.037011,-61.037301,-66.951878,-54.430185,-0.010467591,-66.95188,-61.037012,-0.010467591,-54.432637
0.77999997,-54.284579,-0.010486122,-60.816594,-66.744332,-0.010486122,-54.287072,-66.744329,-60.816301,-60.816594,-66.74433,-54.284578,-0.010486122,-66.74433,-60.816301,-0.010486122,-54.287078,-54.284579,-0.010486122,-60.816594,-66.744332,-0.010486122,-54.287072,-66.744329,-60.816301,-60.816594,-66.74433,-54.284578,-0.010486122,-66.74433,-60.816301,-0.010486122,-54.287078
0.79999995,-54.14015,-0.0105055,-60.601258,-66.541255,-0.0105055,-54.142685,-66.541252,-60.600962,-60.601258,-66.541252,-54.140148,-0.0105055,-66.541253,-60.600962,-0.0105055,-54.142692,-54.14015,-0.0105055,-60.601258,-66.541255,-0.0105055,-54.142685,-66.541252,-60.600962,-60.601258,-66.541252,-54.140148,-0.0105055,-66.541253,-60.600962,-0.0105055,-54.142692
0.81999999,-53.996939,-0.010525205,-60.391044,-66.342479,-0.010525205,-53.999519,-66.342477,-60.390745,-60.391044,-66.342477,-53.996938,-0.010525205,-66.342478,-60.390746,-0.010525205,-53.999525,-53.996939,-0.010525205,-60.391044,-66.342479,-0.010525205,-53.999519,-66.342477,-60.390745,-60.391044,-66.342477,-53.996938,-0.010525205,-66.342478,-60.390746,-0.010525205,-53.999525
0.83999997,-53.854985,-0.010544719,-60.185718,-66.147846,-0.010544719,-53.857607,-66.147843,-60.185417,-60.185718,-66.147843,-53.854983,-0.010544719,-66.147845,-60.185417,-0.010544719,-53.857612,-53.854985,-0.010544719,-60.185718,-66.147846,-0.010544719,-53.857607,-66.147843,-60.185417,-60.185718,-66.147843,-53.854983,-0.010544719,-66.147845,-60.185417,-0.010544719,-53.857612
0.85999995,-53.714319,-0.010565598,-59.985064,-65.957202,-0.010565598,-53.716982,-65.957199,-59.984761,-59.985064,-65.957199,-53.714319,-0.010565598,-65.957199,-59.984762,-0.010565598,-53.716987,-53.714319,-0.010565598,-59.985064,-65.957202,-0.010565598,-53.716982,-65.957199,-59.984761,-59.985064,-65.957199,-53.714319,-0.010565598,-65.957199,-59.984762,-0.010565598,-53.716987
0.88,-53.574965,-0.010586804,-59.788878,-65.770398,-0.010586804,-53.577667,-65.770396,-59.788572,-59.788878,-65.770397,-53.574965,-0.010586804,-65.770397,-59.788572,-0.010586804,-53.577674,-53.574965,-0.010586804,-59.788878,-65.770398,-0.010586804,-53.577667,-65.770396,-59.788572,-59.788878,-65.770397,-53.574965,-0.010586804,-65.770397,-59.788572,-0.010586804,-53.577674
0.89999998,-53.436945,-0.01060782,-59.596968,-65.5873,-0.01060782,-53.439685,-65.587297,-59.596661,-59.596968,-65.587298,-53.436945,-0.01060782,-65.587298,-59.596662,-0.01060782,-53.43969,-53.436945,-0.01060782,-59.596968,-65.5873,-0.01060782,-53.439685,-65.587297,-59.596661,-59.596968,-65.587298,-53.436945,-0.01060782,-65.587298,-59.596662,-0.01060782,-53.43969
0.91999996,-53.300273,-0.0106302,-59.409157,-65.407772,-0.0106302,-53.303048,-65.407769,-59.408847,-59.409157,-65.407771,-53.300273,-0.0106302,-65.407771,-59.408848,-0.0106302,-53.303054,-53.300273,-0.0106302,-59.409157,-65.407772,-0.0106302,-53.303048,-65.407769,-59.408847,-59.409157,-65.407771,-53.300273,-0.0106302,-65.407771,-59.408848,-0.0106302,-53.303054
0.94,-53.16496,-0.010652391,-59.225274,-65.231689,-0.010652391,-53.16777,-65.231686,-59.224964,-59.225274,-65.231688,-53.164959,-0.010652391,-65.231687,-59.224964,-0.010652391,-53.167775,-53.16496,-0.010652391,-59.225274,-65.231689,-0.010652391,-53.16777,-65.231686,-59.224964,-59.225274,-65.231688,-53.164959,-0.010652391,-65.231687,-59.224964,-0.010652391,-53.167775
0.95999998,-53.031014,-0.010674909,-59.045164,-65.058931,-0.010674909,-53.033859,-65.058928,-59.044852,-59.045164,-65.058929,-53.031013,-0.010674909,-65.058929,-59.044852,-0.010674909,-53.033863,-53.031014,-0.010674909,-59.045164,-65.058931,-0.010674909,-53.033859,-65.058928,-59.044852,-59.045164,-65.058929,-53.031013,-0.010674909,-65.058929,-59.044852,-0.010674909,-53.033863
0.97999996,-52.898438,-0.010698792,-58.868677,-64.889383,-0.010698792,-52.901317,-64.889381,-58.868362,-58.868677,-64.889382,-52.898439,-0.010698792,-64.889382,-58.868362,-0.010698792,-52.901321,-52.898438,-0.010698792,-58.868677,-64.889383,-0.010698792,-52.901317,-64.889381,-58.868362,-58.868677,-64.889382,-52.898439,-0.010698792,-64.889382,-58.868362,-0.010698792,-52.901321
1,-52.767237,-0.010722485,-58.695671,-64.722937,-0.010722485,-52.770146,-64.722934,-58.695356,-58.695672,-64.722936,-52.767236,-0.010722485,-64.722934,-58.695356,-0.010722485,-52.77015,-52.767237,-0.010722485,-58.695671,-64.722937,-0.010722485,-52.770146,-64.722934,-58.695356,-58.695672,-64.722936,-52.767236,-0.010722485,-64.722934,-58.695356,-0.010722485,-52.77015
1.02,-52.637406,-0.010747025,-58.526016,-64.559488,-0.010747025,-52.640345,-64.559485,-58.525698,-58.526016,-64.559486,-52.637406,-0.010747025,-64.559486,-58.525698,-0.010747025,-52.64035,-52.637406,-0.010747025,-58.526016,-64.559488,-0.010747025,-52.640345,-64.559485,-58.525698,-58.526016,-64.559486,-52.637406,-0.010747025,-64.559486,-58.525698,-0.010747025,-52.64035
1.04,-52.508944,-0.010771894,-58.359585,-64.398936,-0.010771893,-52.511914,-64.398933,-58.359266,-58.359585,-64.398935,-52.508944,-0.010771894,-64.398935,-58.359266,-0.010771893,-52.511918,-52.508944,-0.010771894,-58.359585,-64.398936,-0.010771893,-52.511914,-64.398933,-58.359266,-58.359585,-64.398935,-52.508944,-0.010771894,-64.398935,-58.359266,-0.010771893,-52.511918
1.0599999,-52.381845,-0.01079709,-58.19626,-64.241187,-0.01079709,-52.384844,-64.241184,-58.195939,-58.196261,-64.241186,-52.381845,-0.01079709,-64.241185,-58.195939,-0.01079709,-52.384847,-52.381845,-0.01079709,-58.19626,-64.241187,-0.01079709,-52.384844,-64.241184,-58.195939,-58.196261,-64.241186,-52.381845,-0.01079709,-64.241185,-58.195939,-0.01079709,-52.384847
1.0799999,-52.256103,-0.010822616,-58.035929,-64.086151,-0.010822616,-52.259129,-64.086148,-58.035608,-58.035929,-64.08615,-52.256102,-0.010822616,-64.086149,-58.035608,-0.010822616,-52.259133,-52.256103,-0.010822616,-58.035929,-64.086151,-0.010822616,-52.259129,-64.086148,-58.035608,-58.035929,-64.08615,-52.256102,-0.010822616,-64.086149,-58.035608,-0.010822616,-52.259133
1.1,-52.131707,-0.010848989,-57.878486,-63.933741,-0.010848988,-52.134761,-63.933738,-57.878163,-57.878486,-63.933739,-52.131707,-0.010848989,-63.933738,-57.878163,-0.010848988,-52.134764,-52.131707,-0.010848989,-57.878486,-63.933741,-0.010848988,-52.134761,-63.933738,-57.878163,-57.878486,-63.933739,-52.131707,-0.010848989,-63.933738,-57.878163,-0.010848988,-52.134764
1.12,-52.00865,-0.01087569,-57.72383,-63.783873,-0.01087569,-52.011729,-63.783871,-57.723505,-57.72383,-63.783872,-52.008649,-0.01087569,-63.783871,-57.723506,-0.01087569,-52.011733,-52.00865,-0.01087569,-57.72383,-63.783873,-0.01087569,-52.011729,-63.783871,-57.723505,-57.72383,-63.783872,-52.008649,-0.01087569,-63.783871,-57.723506,-0.01087569,-52.011733
1.14,-51.886918,-0.01090272,-57.571867,-63.63647,-0.01090272,-51.890023,-63.636468,-57.57154,-57.571867,-63.63647,-51.886918,-0.01090272,-63.636468,-57.57154,-0.01090272,-51.890026,-51.886918,-0.01090272,-57.571867,-63.63647,-0.01090272,-51.890023,-63.636468,-57.57154,-57.571867,-63.63647,-51.886918,-0.01090272,-63.636468,-57.57154,-0.01090272,-51.890026
1.16,-51.766502,-0.01093008,-57.422505,-63.491456,-0.01093008,-51.769631,-63.491454,-57.422177,-57.422505,-63.491455,-51.7665,-0.01093008,-63.491454,-57.422177,-0.01093008,-51.769634,-51.766502,-0.01093008,-57.422505,-63.491456,-0.01093008,-51.769631,-63.491454,-57.422177,-57.422505,-63.491455,-51.7665,-0.01093008,-63.491454,-57.422177,-0.01093008,-51.769634
1.1799999,-51.647386,-0.010958805,-57.275657,-63.348758,-0.010958805,-51.650538,-63.348755,-57.275328,-57.275656,-63.348758,-51.647385,-0.010958805,-63.348757,-57.275328,-0.010958805,-51.650542,-51.647386,-0.010958805,-57.275657,-63.348758,-0.010958805,-51.650538,-63.348755,-57.275328,-57.275656,-63.348758,-51.647385,-0.010958805,-63.348757,-57.275328,-0.010958805,-51.650542
1.1999999,-51.529557,-0.010987341,-57.131241,-63.208307,-0.010987341,-51.532733,-63.208305,-57.130912,-57.131242,-63.208307,-51.529557,-0.010987341,-63.208306,-57.130912,-0.010987341,-51.532737,-51.529557,-0.010987341,-57.131241,-63.208307,-0.010987341,-51.532733,-63.208305,-57.130912,-57.131242,-63.208307,-51.529557,-0.010987341,-63.208306,-57.130912,-0.010987341,-51.532737
1.2199999,-51.413003,-0.011015689,-56.989181,-63.070039,-0.011015688,-51.416202,-63.070035,-56.988849,-56.98918,-63.070038,-51.413002,-0.011015689,-63.070037,-56.988849,-0.011015688,-51.416205,-51.413003,-0.011015689,-56.989181,-63.070039,-0.011015688,-51.416202,-63.070035,-56.988849,-56.98918,-63.070038,-51.413002,-0.011015689,-63.070037,-56.988849,-0.011015688,-51.416205
1.24,-51.297706,-0.011045402,-56.8494,-62.933886,-0.011045402,-51.300928,-62.933883,-56.849068,-56.8494,-62.933885,-51.297706,-0.011045402,-62.933884,-56.849068,-0.011045402,-51.300931,-51.297706,-0.011045402,-56.8494,-62.933886,-0.011045402,-51.300928,-62.933883,-56.849068,-56.8494,-62.933885,-51.297706,-0.011045402,-62.933884,-56.849068,-0.011045402,-51.300931
1.26,-51.183653,-0.011075445,-56.711828,-62.799791,-0.011075445,-51.186897,-62.799788,-56.711494,-56.711827,-62.79979,-51.183653,-0.011075445,-62.799789,-56.711495,-0.011075445,-51.1869,-51.183653,-0.011075445,-56.711828,-62.799791,-0.011075445,-51.186897,-62.799788,-56.711494,-56.711827,-62.79979,-51.183653,-0.011075445,-62.799789,-56.711495,-0.011075445,-51.1869
1.28,-51.070829,-0.011105299,-56.576397,-62.667693,-0.011105299,-51.074093,-62.66769,-56.576063,-56.576397,-62.667692,-51.070828,-0.011105299,-62.667691,-56.576063,-0.011105299,-51.074096,-51.070829,-0.011105299,-56.576397,-62.667693,-0.011105299,-51.074093,-62.66769,-56.576063,-56.576397,-62.667692,-51.070828,-0.011105299,-62.667691,-56.576063,-0.011105299,-51.074096
1.3,-50.959215,-0.011136002,-56.443043,-62.537537,-0.011136001,-50.962499,-62.537535,-56.442707,-56.443043,-62.537537,-50.959215,-0.011136002,-62.537535,-56.442708,-0.011136001,-50.962502,-50.959215,-0.011136002,-56.443043,-62.537537,-0.011136001,-50.962499,-62.537535,-56.442707,-56.443043,-62.537537,-50.959215,-0.011136002,-62.537535,-56.442708,-0.011136001,-50.962502
1.3199999,-50.848797,-0.011167552,-56.311704,-62.40927,-0.011167552,-50.852101,-62.409268,-56.311367,-56.311704,-62.40927,-50.848798,-0.011167552,-62.409268,-56.311368,-0.011167552,-50.852106,-50.848797,-0.011167552,-56.311704,-62.40927,-0.011167552,-50.852101,-62.409268,-56.311367,-56.311704,-62.40927,-50.848798,-0.011167552,-62.409268,-56.311368,-0.011167552,-50.852106
1.3399999,-50.739559,-0.011199433,-56.182319,-62.282839,-0.011199433,-50.742883,-62.282837,-56.181982,-56.182319,-62.282838,-50.739559,-0.011199433,-62.282837,-56.181982,-0.011199433,-50.742887,-50.739559,-0.011199433,-56.182319,-62.282839,-0.011199433,-50.742883,-62.282837,-56.181982,-56.182319,-62.282838,-50.739559,-0.011199433,-62.282837,-56.181982,-0.011199433,-50.742887
