F,S11,S21,S31,S41,S12,S22,S32,S42,S13,S23,S33,S43,S14,S24,S34,S44,S11',S21',S31',S41',S12',S22',S32',S42',S13',S23',S33',S43',S14',S24',S34',S44'
4.6599998,-41.024845,-0.021150192,-45.485564,-51.754825,-0.02115019,-41.030489,-51.754823,-45.485055,-45.485564,-51.754825,-41.024845,-0.021150192,-51.754822,-45.485055,-0.02115019,-41.03049,-41.024845,-0.021150192,-45.485564,-51.754825,-0.02115019,-41.030489,-51.754823,-45.485055,-45.485564,-51.754825,-41.024845,-0.021150192,-51.754822,-45.485055,-0.02115019,-41.03049
4.6799998,-40.992174,-0.021227666,-45.449223,-51.71928,-0.021227144,-40.997835,-51.719278,-45.448713,-45.449224,-51.719281,-40.992175,-0.021227666,-51.719278,-45.448713,-0.021227144,-40.997835,-40.992174,-0.021227666,-45.449223,-51.71928,-0.021227144,-40.997835,-51.719278,-45.448713,-45.449224,-51.719281,-40.992175,-0.021227666,-51.719278,-45.448713,-0.021227144,-40.997835
4.7000003,-40.959667,-0.021304462,-45.413042,-51.683896,-0.02130446,-40.965343,-51.683893,-45.412531,-45.413042,-51.683897,-40.959668,-0.021304462,-51.683893,-45.412531,-0.02130446,-40.965344,-40.959667,-0.021304462,-45.413042,-51.683896,-0.02130446,-40.965343,-51.683893,-45.412531,-45.413042,-51.683897,-40.959668,-0.021304462,-51.683893,-45.412531,-0.02130446,-40.965344
4.7199998,-40.927321,-0.02138162,-45.37702,-51.648672,-0.021381099,-40.933013,-51.648669,-45.376507,-45.37702,-51.648672,-40.927322,-0.02138162,-51.648669,-45.376507,-0.021381099,-40.933014,-40.927321,-0.02138162,-45.37702,-51.648672,-0.021381099,-40.933013,-51.648669,-45.376507,-45.37702,-51.648672,-40.927322,-0.02138162,-51.648669,-45.376507,-0.021381099,-40.933014
4.7399998,-40.895135,-0.021458619,-45.341156,-51.613605,-0.021458617,-40.900843,-51.613602,-45.340641,-45.341156,-51.613605,-40.895135,-0.021458618,-51.613602,-45.340641,-0.021458617,-40.900844,-40.895135,-0.021458619,-45.341156,-51.613605,-0.021458617,-40.900843,-51.613602,-45.340641,-45.341156,-51.613605,-40.895135,-0.021458618,-51.613602,-45.340641,-0.021458617,-40.900844
4.7599998,-40.863107,-0.021535979,-45.305447,-51.578694,-0.021535458,-40.868832,-51.578693,-45.30493,-45.305447,-51.578696,-40.863107,-0.021535979,-51.578692,-45.30493,-0.021535978,-40.868833,-40.863107,-0.021535979,-45.305447,-51.578694,-0.021535458,-40.868832,-51.578693,-45.30493,-45.305447,-51.578696,-40.863107,-0.021535979,-51.578692,-45.30493,-0.021535978,-40.868833
4.7800002,-40.831237,-0.021613182,-45.269892,-51.54394,-0.021612661,-40.836978,-51.543938,-45.269374,-45.269892,-51.543941,-40.831238,-0.021613181,-51.543938,-45.269374,-0.021612661,-40.836978,-40.831237,-0.021613182,-45.269892,-51.54394,-0.021612661,-40.836978,-51.543938,-45.269374,-45.269892,-51.543941,-40.831238,-0.021613181,-51.543938,-45.269374,-0.021612661,-40.836978
4.7999997,-40.799523,-0.021689708,-45.23449,-51.50934,-0.021689707,-40.805279,-51.509338,-45.233972,-45.23449,-51.509341,-40.799524,-0.021689708,-51.509338,-45.233972,-0.021689707,-40.805281,-40.799523,-0.021689708,-45.23449,-51.50934,-0.021689707,-40.805279,-51.509338,-45.233972,-45.23449,-51.509341,-40.799524,-0.021689708,-51.509338,-45.233972,-0.021689707,-40.805281
4.8199997,-40.767964,-0.021767115,-45.199242,-51.474893,-0.021767114,-40.773737,-51.474891,-45.198721,-45.199242,-51.474894,-40.767965,-0.021767115,-51.474891,-45.198721,-0.021767114,-40.773738,-40.767964,-0.021767115,-45.199242,-51.474893,-0.021767114,-40.773737,-51.474891,-45.198721,-45.199242,-51.474894,-40.767965,-0.021767115,-51.474891,-45.198721,-0.021767114,-40.773738
4.8399997,-40.736558,-0.021844882,-45.164144,-51.440598,-0.021844881,-40.742348,-51.440595,-45.163621,-45.164144,-51.440599,-40.736559,-0.021844882,-51.440595,-45.163621,-0.021844881,-40.742349,-40.736558,-0.021844882,-45.164144,-51.440598,-0.021844881,-40.742348,-51.440595,-45.163621,-45.164144,-51.440599,-40.736559,-0.021844882,-51.440595,-45.163621,-0.021844881,-40.742349
4.8600001,-40.705305,-0.021921976,-45.129194,-51.406452,-0.021921973,-40.711112,-51.40645,-45.128671,-45.129194,-51.406454,-40.705306,-0.021921976,-51.40645,-45.128671,-0.021921975,-40.711112,-40.705305,-0.021921976,-45.129194,-51.406452,-0.021921973,-40.711112,-51.40645,-45.128671,-45.129194,-51.406454,-40.705306,-0.021921976,-51.40645,-45.128671,-0.021921975,-40.711112
4.8799996,-40.674203,-0.02199943,-45.094395,-51.372456,-0.021999428,-40.680026,-51.372454,-45.093869,-45.094395,-51.372457,-40.674203,-0.02199943,-51.372454,-45.093869,-0.021999428,-40.680027,-40.674203,-0.02199943,-45.094395,-51.372456,-0.021999428,-40.680026,-51.372454,-45.093869,-45.094395,-51.372457,-40.674203,-0.02199943,-51.372454,-45.093869,-0.021999428,-40.680027
4.8999996,-40.643251,-0.022076726,-45.059741,-51.338608,-0.022076725,-40.64909,-51.338606,-45.059214,-45.059741,-51.338609,-40.643252,-0.022076726,-51.338606,-45.059214,-0.022076725,-40.649092,-40.643251,-0.022076726,-45.059741,-51.338608,-0.022076725,-40.64909,-51.338606,-45.059214,-45.059741,-51.338609,-40.643252,-0.022076726,-51.338606,-45.059214,-0.022076725,-40.649092
4.9200001,-40.612448,-0.022153866,-45.025234,-51.304907,-0.022153865,-40.618304,-51.304904,-45.024705,-45.025234,-51.304907,-40.612449,-0.022153866,-51.304904,-45.024705,-0.022153865,-40.618305,-40.612448,-0.022153866,-45.025234,-51.304907,-0.022153865,-40.618304,-51.304904,-45.024705,-45.025234,-51.304907,-40.612449,-0.022153866,-51.304904,-45.024705,-0.022153865,-40.618305
4.9400001,-40.581793,-0.02223189,-44.99087,-51.271351,-0.022231368,-40.587665,-51.271348,-44.990341,-44.990871,-51.271352,-40.581792,-0.02223189,-51.271349,-44.990341,-0.022231368,-40.587666,-40.581793,-0.02223189,-44.99087,-51.271351,-0.022231368,-40.587665,-51.271348,-44.990341,-44.990871,-51.271352,-40.581792,-0.02223189,-51.271349,-44.990341,-0.022231368,-40.587666
4.96,-40.551283,-0.022309237,-44.956651,-51.237939,-0.022308713,-40.557173,-51.237937,-44.95612,-44.956651,-51.23794,-40.551284,-0.022309237,-51.237937,-44.95612,-0.022308713,-40.557174,-40.551283,-0.022309237,-44.956651,-51.237939,-0.022308713,-40.557173,-51.237937,-44.95612,-44.956651,-51.23794,-40.551284,-0.022309237,-51.237937,-44.95612,-0.022308713,-40.557174
4.9799995,-40.520921,-0.022386945,-44.922574,-51.204669,-0.022386943,-40.526825,-51.204668,-44.922042,-44.922574,-51.204671,-40.52092,-0.022386945,-51.204667,-44.922042,-0.022386943,-40.526827,-40.520921,-0.022386945,-44.922574,-51.204669,-0.022386943,-40.526825,-51.204668,-44.922042,-44.922574,-51.204671,-40.52092,-0.022386945,-51.204667,-44.922042,-0.022386943,-40.526827
5,-40.490701,-0.02246398,-44.888638,-51.171544,-0.022463977,-40.496624,-51.171541,-44.888105,-44.888638,-51.171544,-40.490701,-0.02246398,-51.171541,-44.888105,-0.022463977,-40.496624,-40.490701,-0.02246398,-44.888638,-51.171544,-0.022463977,-40.496624,-51.171541,-44.888105,-44.888638,-51.171544,-40.490701,-0.02246398,-51.171541,-44.888105,-0.022463977,-40.496624
5.02,-40.460624,-0.022541378,-44.854842,-51.138558,-0.022541375,-40.466564,-51.138555,-44.854307,-44.854842,-51.138559,-40.460625,-0.022541378,-51.138555,-44.854307,-0.022541375,-40.466565,-40.460624,-0.022541378,-44.854842,-51.138558,-0.022541375,-40.466564,-51.138555,-44.854307,-44.854842,-51.138559,-40.460625,-0.022541378,-51.138555,-44.854307,-0.022541375,-40.466565
5.04,-40.43069,-0.022619139,-44.821186,-51.105711,-0.022618617,-40.436646,-51.105709,-44.820649,-44.821186,-51.105712,-40.43069,-0.022619139,-51.105708,-44.820649,-0.022618617,-40.436647,-40.43069,-0.022619139,-44.821186,-51.105711,-0.022618617,-40.436646,-51.105709,-44.820649,-44.821186,-51.105712,-40.43069,-0.022619139,-51.105708,-44.820649,-0.022618617,-40.436647
5.0599995,-40.400896,-0.022696225,-44.787667,-51.073004,-0.022696223,-40.40687,-51.073002,-44.787128,-44.787667,-51.073005,-40.400897,-0.022696224,-51.073002,-44.787128,-0.022696223,-40.406871,-40.400896,-0.022696225,-44.787667,-51.073004,-0.022696223,-40.40687,-51.073002,-44.787128,-44.787667,-51.073005,-40.400897,-0.022696224,-51.073002,-44.787128,-0.022696223,-40.406871
5.0799999,-40.371243,-0.022773675,-44.754284,-51.040434,-0.022773674,-40.377232,-51.040431,-44.753744,-44.754284,-51.040435,-40.371243,-0.022773675,-51.040431,-44.753745,-0.022773674,-40.377234,-40.371243,-0.022773675,-44.754284,-51.040434,-0.022773674,-40.377232,-51.040431,-44.753744,-44.754284,-51.040435,-40.371243,-0.022773675,-51.040431,-44.753745,-0.022773674,-40.377234
5.0999999,-40.341728,-0.022851489,-44.721037,-51.008,-0.022851485,-40.347735,-51.007997,-44.720496,-44.721037,-51.008,-40.341728,-0.022851489,-51.007997,-44.720496,-0.022851485,-40.347735,-40.341728,-0.022851489,-44.721037,-51.008,-0.022851485,-40.347735,-51.007997,-44.720496,-44.721037,-51.008,-40.341728,-0.022851489,-51.007997,-44.720496,-0.022851485,-40.347735
5.1199999,-40.31235,-0.022928627,-44.687925,-50.975701,-0.022928106,-40.318374,-50.975698,-44.687382,-44.687925,-50.975702,-40.312351,-0.022928626,-50.975699,-44.687382,-0.022928106,-40.318375,-40.31235,-0.022928627,-44.687925,-50.975701,-0.022928106,-40.318374,-50.975698,-44.687382,-44.687925,-50.975702,-40.312351,-0.022928626,-50.975699,-44.687382,-0.022928106,-40.318375
5.1399994,-40.283109,-0.02300613,-44.654946,-50.943536,-0.023006129,-40.28915,-50.943534,-44.654402,-44.654946,-50.943538,-40.283111,-0.02300613,-50.943534,-44.654402,-0.023006129,-40.289151,-40.283109,-0.02300613,-44.654946,-50.943536,-0.023006129,-40.28915,-50.943534,-44.654402,-44.654946,-50.943538,-40.283111,-0.02300613,-50.943534,-44.654402,-0.023006129,-40.289151
5.1599998,-40.254004,-0.023083999,-44.6221,-50.911506,-0.023083996,-40.260062,-50.911503,-44.621554,-44.622101,-50.911506,-40.254005,-0.023083999,-50.911503,-44.621554,-0.023083996,-40.260063,-40.254004,-0.023083999,-44.6221,-50.911506,-0.023083996,-40.260062,-50.911503,-44.621554,-44.622101,-50.911506,-40.254005,-0.023083999,-50.911503,-44.621554,-0.023083996,-40.260063
5.1800003,-40.225033,-0.023160673,-44.589386,-50.879605,-0.023160672,-40.231107,-50.879603,-44.588837,-44.589386,-50.879607,-40.225034,-0.023160673,-50.879603,-44.588838,-0.023160672,-40.231109,-40.225033,-0.023160673,-44.589386,-50.879605,-0.023160672,-40.231107,-50.879603,-44.588837,-44.589386,-50.879607,-40.225034,-0.023160673,-50.879603,-44.588838,-0.023160672,-40.231109
5.1999998,-40.196196,-0.02323823,-44.556801,-50.847837,-0.023238228,-40.202287,-50.847836,-44.556251,-44.556801,-50.847839,-40.196197,-0.02323823,-50.847835,-44.556251,-0.023238228,-40.202288,-40.196196,-0.02323823,-44.556801,-50.847837,-0.023238228,-40.202287,-50.847836,-44.556251,-44.556801,-50.847839,-40.196197,-0.02323823,-50.847835,-44.556251,-0.023238228,-40.202288
5.2199998,-40.167491,-0.023316673,-44.524345,-50.816199,-0.023316151,-40.1736,-50.816197,-44.523794,-44.524346,-50.816201,-40.167491,-0.023316154,-50.816197,-44.523795,-0.023316151,-40.1736,-40.167491,-0.023316673,-44.524345,-50.816199,-0.023316151,-40.1736,-50.816197,-44.523794,-44.524346,-50.816201,-40.167491,-0.023316154,-50.816197,-44.523795,-0.023316151,-40.1736
5.2399998,-40.138918,-0.023393404,-44.492019,-50.78469,-0.02339288,-40.145043,-50.784689,-44.491466,-44.492019,-50.784692,-40.138918,-0.023393404,-50.784688,-44.491466,-0.02339288,-40.145044,-40.138918,-0.023393404,-44.492019,-50.78469,-0.02339288,-40.145043,-50.784689,-44.491466,-44.492019,-50.784692,-40.138918,-0.023393404,-50.784688,-44.491466,-0.02339288,-40.145044
5.2600002,-40.110474,-0.023471016,-44.459819,-50.753309,-0.023470495,-40.116617,-50.753308,-44.459266,-44.45982,-50.75331,-40.110475,-0.023471016,-50.753307,-44.459266,-0.023470495,-40.116617,-40.110474,-0.023471016,-44.459819,-50.753309,-0.023470495,-40.116617,-50.753308,-44.459266,-44.45982,-50.75331,-40.110475,-0.023471016,-50.753307,-44.459266,-0.023470495,-40.116617
5.2799997,-40.082161,-0.023547958,-44.427746,-50.722055,-0.023547437,-40.08832,-50.722053,-44.42719,-44.427747,-50.722056,-40.082161,-0.023547958,-50.722053,-44.42719,-0.023547437,-40.088321,-40.082161,-0.023547958,-44.427746,-50.722055,-0.023547437,-40.08832,-50.722053,-44.42719,-44.427747,-50.722056,-40.082161,-0.023547958,-50.722053,-44.42719,-0.023547437,-40.088321
5.2999997,-40.053976,-0.023625262,-44.395798,-50.690927,-0.023625261,-40.060152,-50.690925,-44.395242,-44.395799,-50.690928,-40.053976,-0.023625262,-50.690925,-44.395242,-0.023625261,-40.060152,-40.053976,-0.023625262,-44.395798,-50.690927,-0.023625261,-40.060152,-50.690925,-44.395242,-44.395799,-50.690928,-40.053976,-0.023625262,-50.690925,-44.395242,-0.023625261,-40.060152
5.3199997,-40.025917,-0.023702416,-44.363975,-50.659924,-0.023702415,-40.032112,-50.659922,-44.363417,-44.363975,-50.659925,-40.025918,-0.023702416,-50.659922,-44.363417,-0.023702415,-40.032112,-40.025917,-0.023702416,-44.363975,-50.659924,-0.023702415,-40.032112,-50.659922,-44.363417,-44.363975,-50.659925,-40.025918,-0.023702416,-50.659922,-44.363417,-0.023702415,-40.032112
5.3400002,-39.997986,-0.023779415,-44.332275,-50.629045,-0.023779413,-40.004197,-50.629042,-44.331714,-44.332275,-50.629046,-39.997987,-0.023779415,-50.629043,-44.331715,-0.023779413,-40.004198,-39.997986,-0.023779415,-44.332275,-50.629045,-0.023779413,-40.004197,-50.629042,-44.331714,-44.332275,-50.629046,-39.997987,-0.023779415,-50.629043,-44.331715,-0.023779413,-40.004198
5.3599997,-39.97018,-0.023857297,-44.300698,-50.598289,-0.023856773,-39.976409,-50.598287,-44.300136,-44.300698,-50.598291,-39.970182,-0.023857297,-50.598287,-44.300136,-0.023856773,-39.97641,-39.97018,-0.023857297,-44.300698,-50.598289,-0.023856773,-39.976409,-50.598287,-44.300136,-44.300698,-50.598291,-39.970182,-0.023857297,-50.598287,-44.300136,-0.023856773,-39.97641
5.3799996,-39.942499,-0.023933989,-44.269242,-50.567656,-0.023933987,-39.948744,-50.567653,-44.26868,-44.269242,-50.567657,-39.9425,-0.023933988,-50.567653,-44.26868,-0.023933987,-39.948745,-39.942499,-0.023933989,-44.269242,-50.567656,-0.023933987,-39.948744,-50.567653,-44.26868,-44.269242,-50.567657,-39.9425,-0.023933988,-50.567653,-44.26868,-0.023933987,-39.948745
5.3999996,-39.914942,-0.024011046,-44.237907,-50.537143,-0.024010524,-39.921205,-50.537141,-44.237343,-44.237907,-50.537144,-39.914943,-0.024011044,-50.537141,-44.237343,-0.024010524,-39.921205,-39.914942,-0.024011046,-44.237907,-50.537143,-0.024010524,-39.921205,-50.537141,-44.237343,-44.237907,-50.537144,-39.914943,-0.024011044,-50.537141,-44.237343,-0.024010524,-39.921205
5.4200001,-39.887507,-0.024087949,-44.206693,-50.506751,-0.024087946,-39.893787,-50.506749,-44.206126,-44.206693,-50.506752,-39.887507,-0.024087949,-50.506749,-44.206126,-0.024087946,-39.893788,-39.887507,-0.024087949,-44.206693,-50.506751,-0.024087946,-39.893787,-50.506749,-44.206126,-44.206693,-50.506752,-39.887507,-0.024087949,-50.506749,-44.206126,-0.024087946,-39.893788
5.4400001,-39.860194,-0.024165737,-44.175597,-50.476479,-0.024165217,-39.866491,-50.476477,-44.175029,-44.175597,-50.47648,-39.860194,-0.024165737,-50.476477,-44.175029,-0.024165217,-39.866492,-39.860194,-0.024165737,-44.175597,-50.476479,-0.024165217,-39.866491,-50.476477,-44.175029,-44.175597,-50.47648,-39.860194,-0.024165737,-50.476477,-44.175029,-0.024165217,-39.866492
5.4599996,-39.833002,-0.024242336,-44.144618,-50.446325,-0.024241815,-39.839316,-50.446322,-44.144048,-44.144618,-50.446326,-39.833003,-0.024242336,-50.446323,-44.144048,-0.024242333,-39.839317,-39.833002,-0.024242336,-44.144618,-50.446325,-0.024241815,-39.839316,-50.446322,-44.144048,-44.144618,-50.446326,-39.833003,-0.024242336,-50.446323,-44.144048,-0.024242333,-39.839317
5.48,-39.80593,-0.024319299,-44.113758,-50.416289,-0.024319297,-39.812262,-50.416286,-44.113185,-44.113758,-50.416289,-39.805931,-0.024319299,-50.416286,-44.113185,-0.024319297,-39.812263,-39.80593,-0.024319299,-44.113758,-50.416289,-0.024319297,-39.812262,-50.416286,-44.113185,-44.113758,-50.416289,-39.805931,-0.024319299,-50.416286,-44.113185,-0.024319297,-39.812263
5.5,-39.778976,-0.024395592,-44.083012,-50.386369,-0.02439559,-39.785326,-50.386367,-44.082439,-44.083013,-50.386369,-39.778977,-0.024395592,-50.386366,-44.082439,-0.02439559,-39.785327,-39.778976,-0.024395592,-44.083012,-50.386369,-0.02439559,-39.785326,-50.386367,-44.082439,-44.083013,-50.386369,-39.778977,-0.024395592,-50.386366,-44.082439,-0.02439559,-39.785327
5.52,-39.752141,-0.02447277,-44.052384,-50.356565,-0.024472768,-39.758508,-50.356563,-44.051808,-44.052384,-50.356566,-39.752142,-0.024472769,-50.356563,-44.051808,-0.024472768,-39.758509,-39.752141,-0.02447277,-44.052384,-50.356565,-0.024472768,-39.758508,-50.356563,-44.051808,-44.052384,-50.356566,-39.752142,-0.024472769,-50.356563,-44.051808,-0.024472768,-39.758509
5.5399995,-39.725425,-0.024549795,-44.021868,-50.326876,-0.024549272,-39.731808,-50.326873,-44.021292,-44.021868,-50.326877,-39.725425,-0.024549795,-50.326873,-44.021293,-0.024549273,-39.731809,-39.725425,-0.024549795,-44.021868,-50.326876,-0.024549272,-39.731808,-50.326873,-44.021292,-44.021868,-50.326877,-39.725425,-0.024549795,-50.326873,-44.021293,-0.024549273,-39.731809
5.5599999,-39.698824,-0.024626145,-43.991467,-50.297302,-0.024625622,-39.705225,-50.297299,-43.990889,-43.991468,-50.297303,-39.698824,-0.024626145,-50.297299,-43.99089,-0.024625624,-39.705225,-39.698824,-0.024626145,-43.991467,-50.297302,-0.024625622,-39.705225,-50.297299,-43.990889,-43.991468,-50.297303,-39.698824,-0.024626145,-50.297299,-43.99089,-0.024625624,-39.705225
5.5799999,-39.672338,-0.024702844,-43.961179,-50.267841,-0.024702842,-39.678757,-50.267838,-43.960599,-43.961179,-50.267842,-39.672339,-0.024702844,-50.267838,-43.960599,-0.024702843,-39.678758,-39.672338,-0.024702844,-43.961179,-50.267841,-0.024702842,-39.678757,-50.267838,-43.960599,-43.961179,-50.267842,-39.672339,-0.024702844,-50.267838,-43.960599,-0.024702843,-39.678758
5.5999999,-39.645967,-0.024779378,-43.931003,-50.238491,-0.024779375,-39.652404,-50.23849,-43.930422,-43.931003,-50.238493,-39.645968,-0.024779378,-50.238489,-43.930422,-0.024779376,-39.652404,-39.645967,-0.024779378,-43.931003,-50.238491,-0.024779375,-39.652404,-50.23849,-43.930422,-43.931003,-50.238493,-39.645968,-0.024779378,-50.238489,-43.930422,-0.024779376,-39.652404
5.6199994,-39.61971,-0.024855744,-43.900938,-50.209254,-0.024855222,-39.626164,-50.209252,-43.900355,-43.900938,-50.209256,-39.619711,-0.024855744,-50.209252,-43.900355,-0.024855224,-39.626164,-39.61971,-0.024855744,-43.900938,-50.209254,-0.024855222,-39.626164,-50.209252,-43.900355,-43.900938,-50.209256,-39.619711,-0.024855744,-50.209252,-43.900355,-0.024855224,-39.626164
5.6399999,-39.593567,-0.024932637,-43.870984,-50.180128,-0.024932114,-39.600038,-50.180126,-43.870399,-43.870984,-50.18013,-39.593567,-0.024932637,-50.180126,-43.870399,-0.024932633,-39.600039,-39.593567,-0.024932637,-43.870984,-50.180128,-0.024932114,-39.600038,-50.180126,-43.870399,-43.870984,-50.18013,-39.593567,-0.024932637,-50.180126,-43.870399,-0.024932633,-39.600039
5.6600003,-39.567535,-0.025008751,-43.841139,-50.151112,-0.025008228,-39.574023,-50.151109,-43.840553,-43.841139,-50.151114,-39.567536,-0.025008751,-50.151109,-43.840553,-0.025008748,-39.574024,-39.567535,-0.025008751,-43.841139,-50.151112,-0.025008228,-39.574023,-50.151109,-43.840553,-43.841139,-50.151114,-39.567536,-0.025008751,-50.151109,-43.840553,-0.025008748,-39.574024
5.6799998,-39.541614,-0.025085229,-43.811403,-50.122205,-0.025084707,-39.548121,-50.122202,-43.810815,-43.811403,-50.122206,-39.541615,-0.025085229,-50.122202,-43.810815,-0.025084707,-39.548122,-39.541614,-0.025085229,-43.811403,-50.122205,-0.025084707,-39.548121,-50.122202,-43.810815,-43.811403,-50.122206,-39.541615,-0.025085229,-50.122202,-43.810815,-0.025084707,-39.548122
5.6999998,-39.515806,-0.025161038,-43.781775,-50.093406,-0.025161035,-39.522329,-50.093404,-43.781185,-43.781775,-50.093407,-39.515806,-0.025161038,-50.093404,-43.781185,-0.025161035,-39.522329,-39.515806,-0.025161038,-43.781775,-50.093406,-0.025161035,-39.522329,-50.093404,-43.781185,-43.781775,-50.093407,-39.515806,-0.025161038,-50.093404,-43.781185,-0.025161035,-39.522329
5.7199998,-39.490106,-0.025237215,-43.752255,-50.064715,-0.025237212,-39.496646,-50.064712,-43.751663,-43.752255,-50.064717,-39.490106,-0.025237215,-50.064712,-43.751663,-0.025237212,-39.496648,-39.490106,-0.025237215,-43.752255,-50.064715,-0.025237212,-39.496646,-50.064712,-43.751663,-43.752255,-50.064717,-39.490106,-0.025237215,-50.064712,-43.751663,-0.025237212,-39.496648
5.7400002,-39.464514,-0.025313238,-43.72284,-50.036131,-0.025313236,-39.471073,-50.036128,-43.722247,-43.72284,-50.036132,-39.464514,-0.025313238,-50.036128,-43.722247,-0.025313236,-39.471073,-39.464514,-0.025313238,-43.72284,-50.036131,-0.025313236,-39.471073,-50.036128,-43.722247,-43.72284,-50.036132,-39.464514,-0.025313238,-50.036128,-43.722247,-0.025313236,-39.471073
5.7599998,-39.439031,-0.025389113,-43.693533,-50.007652,-0.025388591,-39.445608,-50.007651,-43.692937,-43.693533,-50.007654,-39.439032,-0.025389113,-50.00765,-43.692937,-0.025388591,-39.445609,-39.439031,-0.025389113,-43.693533,-50.007652,-0.025388591,-39.445608,-50.007651,-43.692937,-43.693533,-50.007654,-39.439032,-0.025389113,-50.00765,-43.692937,-0.025388591,-39.445609
5.7799997,-39.413656,-0.025465357,-43.664329,-49.97928,-0.025464834,-39.42025,-49.979277,-43.663732,-43.664329,-49.979281,-39.413656,-0.025465355,-49.979277,-43.663732,-0.025464834,-39.420251,-39.413656,-0.025465357,-43.664329,-49.97928,-0.025464834,-39.42025,-49.979277,-43.663732,-43.664329,-49.979281,-39.413656,-0.025465355,-49.979277,-43.663732,-0.025464834,-39.420251
5.7999997,-39.388387,-0.025539888,-43.635229,-49.951011,-0.025539885,-39.394999,-49.951009,-43.634631,-43.635229,-49.951012,-39.388388,-0.025539888,-49.951008,-43.634631,-0.025539885,-39.395,-39.388387,-0.025539888,-43.635229,-49.951011,-0.025539885,-39.394999,-49.951009,-43.634631,-43.635229,-49.951012,-39.388388,-0.025539888,-49.951008,-43.634631,-0.025539885,-39.395
5.8200002,-39.363223,-0.025616347,-43.606233,-49.922846,-0.025616344,-39.369853,-49.922845,-43.605634,-43.606233,-49.922848,-39.363224,-0.025616347,-49.922844,-43.605634,-0.025616344,-39.369853,-39.363223,-0.025616347,-43.606233,-49.922846,-0.025616344,-39.369853,-49.922845,-43.605634,-43.606233,-49.922848,-39.363224,-0.025616347,-49.922844,-43.605634,-0.025616344,-39.369853
5.8399997,-39.338165,-0.025692134,-43.57734,-49.894785,-0.025691613,-39.344813,-49.894782,-43.576739,-43.57734,-49.894786,-39.338166,-0.025692134,-49.894782,-43.576739,-0.025691613,-39.344813,-39.338165,-0.025692134,-43.57734,-49.894785,-0.025691613,-39.344813,-49.894782,-43.576739,-43.57734,-49.894786,-39.338166,-0.025692134,-49.894782,-43.576739,-0.025691613,-39.344813
5.8599997,-39.313212,-0.025767252,-43.54855,-49.866826,-0.025766729,-39.319876,-49.866823,-43.547946,-43.54855,-49.866826,-39.313212,-0.025767252,-49.866823,-43.547946,-0.025766729,-39.319876,-39.313212,-0.025767252,-43.54855,-49.866826,-0.025766729,-39.319876,-49.866823,-43.547946,-43.54855,-49.866826,-39.313212,-0.025767252,-49.866823,-43.547946,-0.025766729,-39.319876
5.8799996,-39.288361,-0.025842738,-43.51986,-49.838967,-0.025842216,-39.295042,-49.838965,-43.519255,-43.519861,-49.838968,-39.288362,-0.025842738,-49.838965,-43.519255,-0.025842216,-39.295043,-39.288361,-0.025842738,-43.51986,-49.838967,-0.025842216,-39.295042,-49.838965,-43.519255,-43.519861,-49.838968,-39.288362,-0.025842738,-49.838965,-43.519255,-0.025842216,-39.295043
5.9000001,-39.263613,-0.025917557,-43.491271,-49.81121,-0.025917033,-39.270313,-49.811208,-43.490665,-43.491272,-49.811211,-39.263614,-0.025917556,-49.811208,-43.490665,-0.025917033,-39.270313,-39.263613,-0.025917557,-43.491271,-49.81121,-0.025917033,-39.270313,-49.811208,-43.490665,-43.491272,-49.811211,-39.263614,-0.025917556,-49.811208,-43.490665,-0.025917033,-39.270313
5.9199996,-39.238966,-0.025992739,-43.462783,-49.783553,-0.025992736,-39.245685,-49.783551,-43.462175,-43.462783,-49.783555,-39.238967,-0.025992739,-49.783551,-43.462175,-0.025992736,-39.245686,-39.238966,-0.025992739,-43.462783,-49.783553,-0.025992736,-39.245685,-49.783551,-43.462175,-43.462783,-49.783555,-39.238967,-0.025992739,-49.783551,-43.462175,-0.025992736,-39.245686
5.9399996,-39.214422,-0.026067774,-43.434393,-49.755996,-0.026067251,-39.221158,-49.755994,-43.433783,-43.434393,-49.755997,-39.214423,-0.026067774,-49.755994,-43.433783,-0.026067251,-39.221158,-39.214422,-0.026067774,-43.434393,-49.755996,-0.026067251,-39.221158,-49.755994,-43.433783,-43.434393,-49.755997,-39.214423,-0.026067774,-49.755994,-43.433783,-0.026067251,-39.221158
5.96,-39.189978,-0.026142659,-43.406102,-49.728537,-0.026142655,-39.196731,-49.728534,-43.40549,-43.406102,-49.728538,-39.189978,-0.026142656,-49.728534,-43.40549,-0.026142655,-39.196732,-39.189978,-0.026142659,-43.406102,-49.728537,-0.026142655,-39.196731,-49.728534,-43.40549,-43.406102,-49.728538,-39.189978,-0.026142656,-49.728534,-43.40549,-0.026142655,-39.196732
5.98,-39.165633,-0.026217909,-43.377909,-49.701176,-0.026217906,-39.172404,-49.701173,-43.377294,-43.377909,-49.701177,-39.165634,-0.026217909,-49.701173,-43.377294,-0.026217906,-39.172405,-39.165633,-0.026217909,-43.377909,-49.701176,-0.026217906,-39.172404,-49.701173,-43.377294,-43.377909,-49.701177,-39.165634,-0.026217909,-49.701173,-43.377294,-0.026217906,-39.172405
